slug,index,Intervention,Time_after_intervention,commits_count,comments,amounts
riffcc,0,1,0,25,0,1
riffcc,1,1,1,5,0,0
riffcc,2,1,2,3,0,0
riffcc,3,1,3,0,0,0
riffcc,4,1,4,0,0,0
riffcc,5,1,5,0,0,0
riffcc,6,1,6,5,0,0
rough-stuff,-6,0,0,0,0,0
rough-stuff,-5,0,0,8,0,0
rough-stuff,-4,0,0,0,0,0
rough-stuff,-3,0,0,0,0,0
rough-stuff,-2,0,0,8,0,0
rough-stuff,-1,0,0,0,0,0
rough-stuff,0,1,0,0,2,1
rough-stuff,1,1,1,0,0,0
rough-stuff,2,1,2,11,11,7
rough-stuff,3,1,3,46,25,7
rough-stuff,4,1,4,2,2,1
rough-stuff,5,1,5,0,2,1
rough-stuff,6,1,6,0,2,1
rust-lang-ru,-6,0,0,0,0,0
rust-lang-ru,-5,0,0,0,0,0
rust-lang-ru,-4,0,0,0,0,0
rust-lang-ru,-3,0,0,0,0,0
rust-lang-ru,-2,0,0,0,0,0
rust-lang-ru,-1,0,0,0,0,0
rust-lang-ru,0,1,0,0,4,1
rust-lang-ru,1,1,1,0,26,14
rust-lang-ru,2,1,2,9,2,1
rust-lang-ru,3,1,3,21,4,2
rust-lang-ru,4,1,4,30,0,0
rust-lang-ru,5,1,5,0,0,1
rust-lang-ru,6,1,6,0,0,0
rx-angular,-6,0,0,5,0,0
rx-angular,-5,0,0,0,0,0
rx-angular,-4,0,0,27,0,0
rx-angular,-3,0,0,0,0,0
rx-angular,-2,0,0,1,0,0
rx-angular,-1,0,0,16,0,0
rx-angular,0,1,0,3,2,1
rx-angular,1,1,1,0,0,0
rx-angular,2,1,2,0,0,0
rx-angular,3,1,3,0,0,0
rx-angular,4,1,4,0,0,0
rx-angular,5,1,5,0,0,0
rx-angular,6,1,6,0,0,0
scanapi,-6,0,0,0,0,0
scanapi,-5,0,0,0,0,0
scanapi,-4,0,0,0,0,0
scanapi,-3,0,0,0,0,0
scanapi,-2,0,0,0,0,0
scanapi,-1,0,0,2,0,0
scanapi,0,1,0,0,0,1
scanapi,1,1,1,10,7,2
scanapi,2,1,2,4,0,1
scanapi,3,1,3,13,0,1
scanapi,4,1,4,27,0,0
scanapi,5,1,5,1,0,4
scanapi,6,1,6,0,0,0
scidsg,-6,0,0,0,0,0
scidsg,-5,0,0,0,0,0
scidsg,-4,0,0,0,0,0
scidsg,-3,0,0,0,0,0
scidsg,-2,0,0,0,0,0
scidsg,-1,0,0,0,0,0
scidsg,0,1,0,0,0,1
scidsg,1,1,1,0,0,0
scidsg,2,1,2,13,0,0
scidsg,3,1,3,9,0,12
scidsg,4,1,4,5,0,0
scidsg,5,1,5,0,0,0
scidsg,6,1,6,48,0,7
semantic-release,-6,0,0,0,0,0
semantic-release,-5,0,0,0,0,0
semantic-release,-4,0,0,0,0,0
semantic-release,-3,0,0,12,0,0
semantic-release,-2,0,0,9,0,0
semantic-release,-1,0,0,10,0,0
semantic-release,0,1,0,10,5,1
semantic-release,1,1,1,0,21,1
semantic-release,2,1,2,5,3,1
semantic-release,3,1,3,6,2,2
semantic-release,4,1,4,7,0,1
semantic-release,5,1,5,13,0,0
semantic-release,6,1,6,11,0,0
spacedriveapp,-6,0,0,45,0,0
spacedriveapp,-5,0,0,18,0,0
spacedriveapp,-4,0,0,18,0,0
spacedriveapp,-3,0,0,57,0,0
spacedriveapp,-2,0,0,27,0,0
spacedriveapp,-1,0,0,21,0,0
spacedriveapp,0,1,0,18,0,1
spacedriveapp,1,1,1,1,0,0
spacedriveapp,2,1,2,0,0,0
spacedriveapp,3,1,3,21,0,0
spacedriveapp,4,1,4,0,1,1
spacedriveapp,5,1,5,30,0,0
spacedriveapp,6,1,6,63,0,1
spaceship-prompt,-6,0,0,33,0,0
spaceship-prompt,-5,0,0,12,0,0
spaceship-prompt,-4,0,0,0,0,0
spaceship-prompt,-3,0,0,3,0,0
spaceship-prompt,-2,0,0,29,0,0
spaceship-prompt,-1,0,0,10,0,0
spaceship-prompt,0,1,0,7,0,1
spaceship-prompt,1,1,1,0,0,0
spaceship-prompt,2,1,2,34,0,1
spaceship-prompt,3,1,3,0,0,0
spaceship-prompt,4,1,4,0,0,0
spaceship-prompt,5,1,5,0,0,0
spaceship-prompt,6,1,6,0,0,1
styleguidist,-6,0,0,1,0,0
styleguidist,-5,0,0,5,0,0
styleguidist,-4,0,0,0,0,0
styleguidist,-3,0,0,3,0,0
styleguidist,-2,0,0,0,0,0
styleguidist,-1,0,0,16,0,0
styleguidist,0,1,0,21,15,2
styleguidist,1,1,1,3,0,0
styleguidist,2,1,2,8,0,0
styleguidist,3,1,3,5,0,0
styleguidist,4,1,4,1,0,0
styleguidist,5,1,5,4,0,0
styleguidist,6,1,6,2,0,0
supabase,-6,0,0,4,0,0
supabase,-5,0,0,0,0,0
supabase,-4,0,0,20,0,0
supabase,-3,0,0,2,0,0
supabase,-2,0,0,2,0,0
supabase,-1,0,0,34,0,0
supabase,0,1,0,16,38,2
supabase,1,1,1,0,0,2
supabase,2,1,2,10,2,2
supabase,3,1,3,50,28,32
supabase,4,1,4,2,0,0
supabase,5,1,5,56,0,0
supabase,6,1,6,32,0,4
tako-discord,-6,0,0,7,0,0
tako-discord,-5,0,0,0,0,0
tako-discord,-4,0,0,0,0,0
tako-discord,-3,0,0,0,0,0
tako-discord,-2,0,0,17,0,0
tako-discord,-1,0,0,2,0,0
tako-discord,0,1,0,1,3,4
tako-discord,1,1,1,5,0,0
tako-discord,2,1,2,7,0,0
tako-discord,3,1,3,17,5,1
tako-discord,4,1,4,7,0,0
tako-discord,5,1,5,6,0,0
tako-discord,6,1,6,13,0,0
tenacityteam,-6,0,0,0,0,0
tenacityteam,-5,0,0,1,0,0
tenacityteam,-4,0,0,0,0,0
tenacityteam,-3,0,0,0,0,0
tenacityteam,-2,0,0,29,0,0
tenacityteam,-1,0,0,3,0,0
tenacityteam,0,1,0,10,0,3
tenacityteam,1,1,1,2,3,5
tenacityteam,2,1,2,0,48,3
tenacityteam,3,1,3,16,14,4
tenacityteam,4,1,4,3,12,5
tenacityteam,5,1,5,6,3,4
tenacityteam,6,1,6,1,6,3
termux-pacman,-6,0,0,6,0,0
termux-pacman,-5,0,0,14,0,0
termux-pacman,-4,0,0,16,0,0
termux-pacman,-3,0,0,1,0,0
termux-pacman,-2,0,0,14,0,0
termux-pacman,-1,0,0,0,0,0
termux-pacman,0,1,0,6,0,1
termux-pacman,1,1,1,10,0,0
termux-pacman,2,1,2,6,0,0
termux-pacman,3,1,3,3,3,2
termux-pacman,4,1,4,0,1,3
termux-pacman,5,1,5,5,0,0
termux-pacman,6,1,6,2,2,1
tokio-rs,-6,0,0,0,0,0
tokio-rs,-5,0,0,0,0,0
tokio-rs,-4,0,0,0,0,0
tokio-rs,-3,0,0,0,0,0
tokio-rs,-2,0,0,0,0,0
tokio-rs,-1,0,0,0,0,0
tokio-rs,0,1,0,7,8,2
tokio-rs,1,1,1,33,2,3
tokio-rs,2,1,2,11,12,2
tokio-rs,3,1,3,19,4,1
tokio-rs,4,1,4,23,22,6
tokio-rs,5,1,5,42,20,6
tokio-rs,6,1,6,5,2,2
top-think,-6,0,0,0,0,0
top-think,-5,0,0,0,0,0
top-think,-4,0,0,0,0,0
top-think,-3,0,0,0,0,0
top-think,-2,0,0,0,0,0
top-think,-1,0,0,1,0,0
top-think,0,1,0,0,0,2
top-think,1,1,1,8,0,1
top-think,2,1,2,18,0,1
top-think,3,1,3,7,4,3
top-think,4,1,4,2,0,2
top-think,5,1,5,13,0,1
top-think,6,1,6,34,1,2
trynoice,-6,0,0,31,0,0
trynoice,-5,0,0,1,0,0
trynoice,-4,0,0,12,0,0
trynoice,-3,0,0,2,0,0
trynoice,-2,0,0,9,0,0
trynoice,-1,0,0,5,0,0
trynoice,0,1,0,1,0,1
trynoice,1,1,1,13,0,0
trynoice,2,1,2,21,0,0
trynoice,3,1,3,2,4,1
trynoice,4,1,4,2,0,0
trynoice,5,1,5,0,0,0
trynoice,6,1,6,0,0,0
ueberdosis,-6,0,0,4,0,0
ueberdosis,-5,0,0,4,0,0
ueberdosis,-4,0,0,26,0,0
ueberdosis,-3,0,0,15,0,0
ueberdosis,-2,0,0,0,0,0
ueberdosis,-1,0,0,3,0,0
ueberdosis,0,1,0,2,0,1
ueberdosis,1,1,1,22,0,0
ueberdosis,2,1,2,13,0,0
ueberdosis,3,1,3,0,0,0
ueberdosis,4,1,4,4,0,0
ueberdosis,5,1,5,27,0,0
ueberdosis,6,1,6,28,4,2
un-ts,-6,0,0,3,0,0
un-ts,-5,0,0,7,0,0
un-ts,-4,0,0,3,0,0
un-ts,-3,0,0,9,0,0
un-ts,-2,0,0,0,0,0
un-ts,-1,0,0,0,0,0
un-ts,0,1,0,0,3,4
un-ts,1,1,1,7,1,5
un-ts,2,1,2,0,0,0
un-ts,3,1,3,0,0,0
un-ts,4,1,4,0,0,0
un-ts,5,1,5,6,0,0
un-ts,6,1,6,36,1,1
unigraph-dev,-6,0,0,6,0,0
unigraph-dev,-5,0,0,0,0,0
unigraph-dev,-4,0,0,0,0,0
unigraph-dev,-3,0,0,1,0,0
unigraph-dev,-2,0,0,0,0,0
unigraph-dev,-1,0,0,8,0,0
unigraph-dev,0,1,0,24,6,2
unigraph-dev,1,1,1,3,5,5
unigraph-dev,2,1,2,1,1,6
unigraph-dev,3,1,3,4,0,0
unigraph-dev,4,1,4,5,0,0
unigraph-dev,5,1,5,3,1,3
unigraph-dev,6,1,6,0,0,0
urduhack,-6,0,0,7,0,0
urduhack,-5,0,0,3,0,0
urduhack,-4,0,0,0,0,0
urduhack,-3,0,0,26,0,0
urduhack,-2,0,0,9,0,0
urduhack,-1,0,0,6,0,0
urduhack,0,1,0,0,1,1
urduhack,1,1,1,1,0,0
urduhack,2,1,2,1,0,2
urduhack,3,1,3,4,4,4
urduhack,4,1,4,1,0,1
urduhack,5,1,5,0,0,0
urduhack,6,1,6,0,0,0
vanilla-rtb,-6,0,0,8,0,0
vanilla-rtb,-5,0,0,4,0,0
vanilla-rtb,-4,0,0,9,0,0
vanilla-rtb,-3,0,0,26,0,0
vanilla-rtb,-2,0,0,15,0,0
vanilla-rtb,-1,0,0,7,0,0
vanilla-rtb,0,1,0,35,3,1
vanilla-rtb,1,1,1,4,2,1
vanilla-rtb,2,1,2,8,0,0
vanilla-rtb,3,1,3,0,0,0
vanilla-rtb,4,1,4,0,0,0
vanilla-rtb,5,1,5,11,0,0
vanilla-rtb,6,1,6,0,0,0
vuepress-theme-hope,-6,0,0,0,0,0
vuepress-theme-hope,-5,0,0,26,0,0
vuepress-theme-hope,-4,0,0,0,0,0
vuepress-theme-hope,-3,0,0,0,0,0
vuepress-theme-hope,-2,0,0,0,0,0
vuepress-theme-hope,-1,0,0,5,0,0
vuepress-theme-hope,0,1,0,2,0,1
vuepress-theme-hope,1,1,1,2,0,0
vuepress-theme-hope,2,1,2,10,1,5
vuepress-theme-hope,3,1,3,26,3,2
vuepress-theme-hope,4,1,4,0,0,0
vuepress-theme-hope,5,1,5,0,6,2
vuepress-theme-hope,6,1,6,2,2,1
waydroid,-6,0,0,1,0,0
waydroid,-5,0,0,9,0,0
waydroid,-4,0,0,20,0,0
waydroid,-3,0,0,56,0,0
waydroid,-2,0,0,24,0,0
waydroid,-1,0,0,75,0,0
waydroid,0,1,0,7,5,2
waydroid,1,1,1,10,0,0
waydroid,2,1,2,20,0,0
waydroid,3,1,3,5,0,0
waydroid,4,1,4,7,0,0
waydroid,5,1,5,1,0,0
waydroid,6,1,6,4,0,0
webrecorder,-6,0,0,0,0,0
webrecorder,-5,0,0,0,0,0
webrecorder,-4,0,0,14,0,0
webrecorder,-3,0,0,2,0,0
webrecorder,-2,0,0,43,0,0
webrecorder,-1,0,0,3,0,0
webrecorder,0,1,0,10,5,2
webrecorder,1,1,1,6,0,1
webrecorder,2,1,2,9,0,1
webrecorder,3,1,3,1,3,1
webrecorder,4,1,4,0,0,0
webrecorder,5,1,5,4,0,0
webrecorder,6,1,6,0,0,1
world-class,-6,0,0,0,0,0
world-class,-5,0,0,0,0,0
world-class,-4,0,0,0,0,0
world-class,-3,0,0,2,0,0
world-class,-2,0,0,0,0,0
world-class,-1,0,0,36,0,0
world-class,0,1,0,0,0,2
world-class,1,1,1,2,0,0
world-class,2,1,2,7,0,0
world-class,3,1,3,6,0,0
world-class,4,1,4,6,1,1
world-class,5,1,5,5,0,0
world-class,6,1,6,1,0,1
your-digital-rights,-6,0,0,0,0,0
your-digital-rights,-5,0,0,0,0,0
your-digital-rights,-4,0,0,0,0,0
your-digital-rights,-3,0,0,0,0,0
your-digital-rights,-2,0,0,5,0,0
your-digital-rights,-1,0,0,9,0,0
your-digital-rights,0,1,0,28,1,9
your-digital-rights,1,1,1,3,0,0
your-digital-rights,2,1,2,0,0,0
your-digital-rights,3,1,3,2,0,0
your-digital-rights,4,1,4,0,0,0
your-digital-rights,5,1,5,4,0,0
your-digital-rights,6,1,6,0,0,0
zrythm,-6,0,0,0,0,0
zrythm,-5,0,0,0,0,0
zrythm,-4,0,0,0,0,0
zrythm,-3,0,0,6,0,0
zrythm,-2,0,0,22,0,0
zrythm,-1,0,0,17,0,0
zrythm,0,1,0,23,0,1
zrythm,1,1,1,0,0,0
zrythm,2,1,2,0,0,0
zrythm,3,1,3,0,0,0
zrythm,4,1,4,0,0,0
zrythm,5,1,5,0,0,0
zrythm,6,1,6,0,0,0
